MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SaleType,SalePrice
RL,,15660,,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,VinylSd,VinylSd,BrkFace,312.0,AboveAvg,AboveAvg,CBlock,Avg,Avg,No,BLQ,341,Unf,457,798,GasA,AboveAvg,Y,SBrkr,1137,817,1954,0,1,1,3,AboveAvg,8,Typ,2,Avg,Attchd,1939.0,Unf,2,431,Avg,Avg,Y,0,119,0,,,,2008,WD,311500
RM,71.0,6900,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,5,6,1940,1955,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,403,Rec,212,740,GasA,AboveAvg,Y,SBrkr,778,0,778,0,1,0,2,Avg,4,Typ,1,AboveAvg,Detchd,1966.0,Fin,1,924,AboveAvg,AboveAvg,Y,0,25,0,,,,2008,WD,120500
RL,,7032,,IR1,Lvl,Corner,Gtl,NAmes,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,Gd,GLQ,943,Unf,0,943,GasA,Avg,Y,SBrkr,943,0,943,1,1,0,2,Avg,4,Typ,2,Avg,Detchd,1979.0,Unf,2,600,Avg,Avg,Y,42,0,0,,,,2006,WD,135960
RL,54.0,7681,,IR1,Lvl,other,Gtl,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,731,731,GasA,AboveAvg,Y,SBrkr,820,523,1343,0,1,1,3,Avg,7,Typ,1,AboveAvg,Detchd,1921.0,Unf,1,186,BelowAvg,Avg,Y,192,0,0,,,,2009,WD,154900
RL,85.0,10628,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,5,1970,1970,other,Plywood,Plywood,None,0.0,Avg,AboveAvg,CBlock,Avg,AboveAvg,Gd,GLQ,778,Unf,499,1277,GasA,Avg,Y,SBrkr,1277,0,1277,1,1,0,2,Avg,5,Typ,1,BelowAvg,Attchd,1970.0,Unf,2,526,Avg,Avg,Y,0,0,0,,GdWo,,2007,WD,167000
RL,80.0,8000,,Reg,Lvl,Corner,Gtl,NAmes,Artery,Duplex,1Story,5,4,1961,1961,Gable,BrkFace,BrkFace,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,1800,1800,GasA,AboveAvg,N,SBrkr,1800,0,1800,0,2,0,6,Avg,10,Typ,0,,,,,0,0,,,Y,0,0,0,,,,2007,WD,141000
RM,60.0,5790,,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,1915,1950,other,VinylSd,VinylSd,None,0.0,AboveAvg,AboveAvg,CBlock,BelowAvg,Avg,No,Unf,0,Unf,840,840,GasA,AboveAvg,N,SBrkr,840,765,1605,0,2,0,3,Avg,8,Typ,0,,Detchd,1915.0,Unf,1,379,Avg,Avg,Y,0,0,0,,,,2010,WD,107400
RL,58.0,9098,,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,7,1920,2002,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,Mn,ALQ,348,Unf,180,528,GasA,AboveAvg,Y,SBrkr,605,0,605,1,1,0,2,Avg,5,Typ,0,,,,,0,0,,,N,0,0,0,,,,2007,WD,86000
RM,,3072,,Reg,Lvl,Inside,Gtl,other,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,BrkFace,18.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1375,1375,GasA,AboveAvg,Y,SBrkr,1414,0,1414,0,2,0,2,AboveAvg,6,Typ,1,Avg,Attchd,2004.0,Fin,2,398,Avg,Avg,Y,144,20,0,,,,2006,WD,178740
RL,55.0,7264,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,AboveAvg,AboveAvg,BrkTil,Avg,Avg,No,Unf,0,Unf,952,952,other,AboveAvg,N,SBrkr,952,596,1548,0,2,1,3,AboveAvg,5,Typ,0,,Detchd,1978.0,Unf,2,672,Avg,Avg,Y,74,0,0,,,,2009,WD,205000
RL,75.0,11404,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,202.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,ALQ,252,Unf,901,1153,GasA,AboveAvg,Y,SBrkr,1153,878,2031,0,2,1,3,AboveAvg,8,Typ,1,Avg,Attchd,1998.0,Fin,2,541,Avg,Avg,Y,192,84,0,,,,2008,WD,222500
RL,70.0,8176,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1958,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,846,Unf,210,1056,GasA,BelowAvg,Y,SBrkr,1056,0,1056,1,1,0,3,Avg,6,Typ,0,,Attchd,1958.0,RFn,1,308,Avg,Avg,Y,0,0,0,,,,2007,WD,139000
RM,50.0,5784,,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,8,1938,1996,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,BrkTil,BelowAvg,Avg,No,Unf,0,Unf,190,190,GasA,AboveAvg,Y,FuseA,886,0,886,0,1,0,2,Avg,4,Typ,0,,Attchd,1938.0,Unf,1,273,Avg,Avg,Y,144,20,0,,,,2009,WD,91300
RL,72.0,10665,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,1013,Unf,440,1453,GasA,AboveAvg,Y,SBrkr,1479,0,1479,1,2,0,3,AboveAvg,7,Typ,0,,Attchd,2003.0,RFn,2,558,Avg,Avg,Y,144,29,0,,,,2007,WD,226000
RL,,9453,,IR1,Lvl,CulDSac,Gtl,SawyerW,RR,1Fam,2Story,7,7,1993,2003,Gable,HdBoard,HdBoard,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,BLQ,402,Unf,594,996,GasA,AboveAvg,Y,SBrkr,1014,730,1744,0,2,1,3,AboveAvg,7,Typ,0,,Attchd,1993.0,RFn,2,457,Avg,Avg,Y,370,70,0,,,,2010,WD,194500
RL,60.0,9600,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,4,7,1950,1995,Gable,VinylSd,HdBoard,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,No,BLQ,442,Unf,625,1067,GasA,Avg,Y,SBrkr,1067,0,1067,0,2,0,2,AboveAvg,4,Min2,0,,Attchd,1996.0,Unf,2,436,Avg,Avg,Y,290,0,0,,,,2010,WD,128000
RL,60.0,8400,,Reg,Bnk,Inside,Gtl,other,Norm,1Fam,1Story,2,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,BelowAvg,No,Rec,290,Unf,0,290,GasA,Avg,N,FuseF,438,0,438,0,1,0,1,BelowAvg,3,Typ,0,,Detchd,1930.0,Unf,1,246,Avg,Avg,N,0,0,0,,,,2009,WD,60000
RL,110.0,14230,,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,640.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1566,1566,GasA,AboveAvg,Y,SBrkr,1600,0,1600,0,2,0,3,AboveAvg,7,Typ,1,AboveAvg,Attchd,2007.0,RFn,3,890,Avg,Avg,Y,0,56,0,,,,2009,WD,256300
RL,80.0,9920,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,HdBoard,HdBoard,Stone,110.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,354,LwQ,412,1056,GasA,Avg,Y,SBrkr,1063,0,1063,1,1,0,3,Avg,6,Typ,0,,Attchd,1954.0,RFn,1,280,Avg,Avg,Y,0,0,0,,MnPrv,,2010,WD,128000
RL,34.0,5063,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Stone,166.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,904,Unf,410,1314,GasA,AboveAvg,Y,SBrkr,1314,0,1314,1,2,0,2,AboveAvg,6,Typ,1,AboveAvg,Attchd,2008.0,RFn,2,626,Avg,Avg,Y,172,62,0,,,,2009,other,207500
RL,78.0,9360,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1972,2006,Hip,Plywood,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,982,Unf,179,1161,GasA,Avg,Y,SBrkr,1381,0,1381,1,1,1,3,AboveAvg,5,Typ,1,Avg,Attchd,1972.0,RFn,2,676,Avg,Avg,Y,0,0,0,,,,2010,WD,197500
RL,75.0,9937,,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,7,1964,1999,Hip,MetalSd,MetalSd,None,0.0,Avg,AboveAvg,PConc,Avg,Avg,No,BLQ,637,Unf,849,1486,GasA,AboveAvg,Y,SBrkr,1486,0,1486,1,1,0,3,Avg,7,Typ,0,,Detchd,1968.0,Fin,2,480,Avg,Avg,Y,0,0,0,,MnPrv,,2009,WD,167000
RL,50.0,7207,,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,7,1958,2008,Gable,Wd Sdng,Plywood,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,Gd,BLQ,696,Unf,162,858,GasA,AboveAvg,Y,SBrkr,858,0,858,1,1,0,2,Avg,4,Typ,0,,,,,0,0,,,Y,117,0,0,,,,2010,WD,116500
RM,98.0,8820,,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,VinylSd,VinylSd,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,LwQ,1088,Unf,0,1088,GasA,Avg,Y,SBrkr,1188,561,1869,0,1,0,2,Avg,7,Typ,0,,Detchd,1963.0,Unf,2,456,Avg,Avg,Y,48,0,0,,MnWw,,2009,WD,124900
RL,44.0,6442,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,178.0,AboveAvg,Avg,PConc,AboveAvg,AboveAvg,Mn,GLQ,24,Unf,1346,1370,GasA,AboveAvg,Y,SBrkr,1370,0,1370,0,2,0,2,AboveAvg,6,Typ,1,AboveAvg,Attchd,2006.0,RFn,2,484,Avg,Avg,Y,120,49,0,,,,2007,WD,202500
RL,36.0,15523,,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,Av,BLQ,460,Unf,404,864,GasA,AboveAvg,Y,SBrkr,864,0,864,1,1,0,3,Avg,5,Typ,1,BelowAvg,Attchd,1972.0,Unf,1,338,Avg,Avg,Y,0,0,0,,,,2009,WD,133500
RL,60.0,6600,,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,8,1982,2003,Gable,HdBoard,HdBoard,None,0.0,Avg,AboveAvg,PConc,Avg,AboveAvg,No,GLQ,816,Unf,0,816,GasA,AboveAvg,Y,SBrkr,816,0,816,1,1,0,2,Avg,4,Typ,0,,Detchd,1985.0,Fin,2,816,Avg,Avg,Y,0,0,0,,,,2008,WD,138000
RL,88.0,12803,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,99.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Mn,GLQ,922,Unf,572,1494,GasA,AboveAvg,Y,SBrkr,1494,0,1494,1,2,0,3,AboveAvg,6,Typ,1,Avg,Attchd,2002.0,RFn,2,530,Avg,Avg,Y,192,36,0,,,,2008,WD,221000
RL,50.0,5330,,Reg,HLS,Inside,Gtl,BrkSide,Norm,1Fam,1Story,4,7,1940,1950,Hip,VinylSd,VinylSd,None,0.0,BelowAvg,Avg,CBlock,Avg,Avg,No,LwQ,280,Unf,140,420,GasA,AboveAvg,Y,SBrkr,708,0,708,0,1,0,2,BelowAvg,5,Typ,0,,,,,0,0,,,Y,164,0,0,,,,2009,WD,82500
RL,,14781,,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,178.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,Unf,0,Unf,1753,1753,GasA,AboveAvg,Y,SBrkr,1787,0,1787,0,2,0,3,AboveAvg,7,Typ,1,Avg,Attchd,2001.0,RFn,3,748,Avg,Avg,Y,198,150,0,,,,2006,WD,275000
RL,79.0,8910,,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,BrkFace,BrkFace,None,0.0,Avg,Avg,CBlock,Avg,Avg,Mn,ALQ,655,Unf,0,655,GasA,AboveAvg,Y,SBrkr,1194,0,1194,0,1,0,3,Avg,6,Typ,1,BelowAvg,BuiltIn,1954.0,Fin,2,539,Avg,Avg,Y,0,0,0,,,,2006,WD,159500
RL,75.0,45600,,IR2,Bnk,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,907,907,GasA,Avg,Y,SBrkr,1307,1051,2358,0,3,0,5,Avg,10,Typ,1,AboveAvg,Detchd,1908.0,Unf,2,360,BelowAvg,Avg,Y,486,40,0,,,,2008,WD,240000
RM,50.0,2500,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,8,1915,2005,Gable,other,other,None,0.0,AboveAvg,Avg,PConc,Avg,Avg,No,ALQ,299,Unf,611,910,GasA,AboveAvg,Y,SBrkr,916,910,1826,1,1,1,4,AboveAvg,7,Min2,1,AboveAvg,Attchd,1915.0,Unf,1,164,BelowAvg,BelowAvg,Y,0,0,0,,,,2009,WD,155000
RL,74.0,8740,,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,Avg,Avg,Av,ALQ,672,Unf,168,840,GasA,Avg,Y,SBrkr,860,0,860,1,1,0,2,Avg,4,Typ,0,,Detchd,1996.0,Unf,2,528,Avg,Avg,Y,0,0,0,,,,2009,WD,137000
RL,,9900,,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,2Story,7,5,1968,1968,Gable,MetalSd,MetalSd,BrkFace,342.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,552,Unf,280,832,GasA,AboveAvg,Y,SBrkr,1098,880,1978,0,2,1,4,Avg,9,Typ,1,AboveAvg,Attchd,1968.0,RFn,2,486,Avg,Avg,Y,0,43,0,,GdPrv,,2008,WD,176000
RM,70.0,5684,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,6,8,1930,2005,Hip,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,813,813,GasA,AboveAvg,Y,FuseA,813,0,813,0,1,0,2,AboveAvg,5,Typ,0,,Detchd,1932.0,Unf,1,270,BelowAvg,BelowAvg,N,0,113,0,,,,2006,WD,110000
RM,50.0,6130,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,ALQ,784,Unf,0,784,GasA,AboveAvg,Y,SBrkr,784,0,784,1,1,0,2,AboveAvg,5,Typ,0,,,,,0,0,,,Y,0,0,0,,,,2008,WD,109500
RL,75.0,8250,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,7,1964,1964,Hip,HdBoard,HdBoard,Stone,260.0,Avg,Avg,CBlock,AboveAvg,Avg,No,Rec,787,Unf,305,1092,GasA,AboveAvg,Y,SBrkr,1092,0,1092,1,1,0,3,Avg,6,Typ,0,,Attchd,1964.0,RFn,2,504,Avg,AboveAvg,Y,0,0,0,,MnPrv,,2008,WD,145000
RL,78.0,11645,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,1300,Unf,434,1734,GasA,AboveAvg,Y,SBrkr,1734,0,1734,1,2,0,3,AboveAvg,7,Typ,0,,Attchd,2005.0,Fin,2,660,Avg,Avg,Y,160,24,0,,,,2006,WD,260000
RL,,14112,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,Avg,Avg,PConc,Avg,Avg,Av,GLQ,1014,Unf,138,1152,GasA,Avg,Y,SBrkr,1152,0,1152,1,1,0,3,Avg,6,Typ,1,AboveAvg,Attchd,1964.0,RFn,2,484,Avg,Avg,Y,227,0,0,,,,2010,WD,180500
RM,51.0,6120,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,other,other,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,884,884,GasA,AboveAvg,Y,SBrkr,989,584,1573,0,1,0,3,AboveAvg,6,Typ,0,,Detchd,1935.0,Unf,1,240,Avg,Avg,Y,0,0,0,,,,2009,WD,133000
RL,80.0,9600,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,5,1969,1969,Hip,HdBoard,HdBoard,BrkFace,168.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,1164,1164,GasA,Avg,Y,SBrkr,1164,0,1164,0,1,1,3,Avg,6,Typ,0,,Attchd,1969.0,Unf,2,528,Avg,Avg,Y,0,0,0,,,,2006,other,140000
RL,,9765,,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,68.0,AboveAvg,AboveAvg,PConc,AboveAvg,AboveAvg,No,ALQ,310,Unf,370,680,GasA,AboveAvg,Y,SBrkr,680,790,1470,0,2,1,3,Avg,6,Typ,1,Avg,BuiltIn,1993.0,Fin,2,420,Avg,Avg,Y,232,63,0,,,Shed,2009,WD,185000
RM,55.0,4388,,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Unf,5,7,1930,1950,Gable,other,Wd Sdng,None,0.0,Avg,AboveAvg,BrkTil,Avg,Avg,No,LwQ,116,Unf,556,672,GasA,AboveAvg,Y,SBrkr,840,0,840,0,1,0,3,Avg,5,Typ,1,Avg,,,,0,0,,,N,0,0,0,,,,2007,WD,87000
RL,,9248,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,6,6,1992,1992,Gable,HdBoard,HdBoard,BrkFace,106.0,Avg,Avg,PConc,AboveAvg,Avg,No,GLQ,560,Unf,598,1158,GasA,AboveAvg,Y,SBrkr,1167,0,1167,1,2,0,3,AboveAvg,6,Typ,0,,Attchd,1992.0,RFn,2,400,Avg,Avg,Y,120,26,0,,,,2009,WD,173000
RL,85.0,9350,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,7,1964,1991,Hip,HdBoard,HdBoard,BrkFace,108.0,Avg,Avg,CBlock,AboveAvg,Avg,Gd,LwQ,270,ALQ,452,1302,GasA,AboveAvg,Y,SBrkr,1302,0,1302,0,2,0,3,AboveAvg,7,Min1,0,,Attchd,1964.0,RFn,1,309,Avg,Avg,Y,333,0,0,,MnPrv,,2007,other,158000
RL,37.0,7937,,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SLvl,6,6,1984,1984,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,Avg,Avg,Av,GLQ,819,Unf,184,1003,GasA,Avg,Y,SBrkr,1003,0,1003,1,1,0,3,Avg,6,Typ,0,,Detchd,1984.0,Unf,2,588,Avg,Avg,Y,120,0,0,,GdPrv,,2006,WD,142500
RL,,11425,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,BrkFace,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,486,Unf,522,1008,GasA,AboveAvg,Y,SBrkr,1008,0,1008,0,1,0,2,Avg,4,Typ,1,AboveAvg,Attchd,1954.0,RFn,1,275,Avg,Avg,Y,0,0,0,,,,2006,WD,137000
RL,,23595,,Reg,Low,Inside,Sev,ClearCr,Norm,1Fam,1Story,7,6,1979,1979,other,Plywood,Plywood,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Gd,GLQ,1258,Unf,74,1332,GasA,Avg,Y,SBrkr,1332,192,1524,2,0,1,0,AboveAvg,4,Typ,1,Avg,Attchd,1979.0,Fin,2,586,Avg,Avg,Y,268,0,0,,,,2010,WD,260000
RH,34.0,4058,,Reg,Lvl,Inside,Gtl,NAmes,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,MetalSd,MetalSd,BrkFace,182.0,Avg,Avg,PConc,AboveAvg,Avg,Av,GLQ,584,LwQ,0,723,GasA,AboveAvg,Y,SBrkr,767,0,767,1,1,0,1,Avg,4,Typ,0,,Attchd,1998.0,Fin,1,367,Avg,Avg,Y,120,40,0,,,,2007,WD,133000
RM,21.0,1680,,Reg,Lvl,Inside,Gtl,other,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CemntBd,CmentBd,BrkFace,268.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,231,Unf,399,630,GasA,Avg,Y,SBrkr,630,672,1302,0,2,1,3,Avg,6,Typ,0,,Detchd,1972.0,Unf,1,264,Avg,Avg,Y,185,0,0,,,,2009,WD,119500
RL,,14115,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,7,5,1980,1980,Gable,Plywood,Plywood,BrkFace,225.0,Avg,Avg,CBlock,AboveAvg,Avg,Av,GLQ,1036,Unf,336,1372,GasA,Avg,Y,SBrkr,1472,0,1472,1,2,0,3,Avg,6,Typ,2,Avg,Attchd,1980.0,Unf,2,588,Avg,Avg,Y,233,48,0,,,,2009,WD,187500
RL,73.0,8760,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,MetalSd,MetalSd,BrkFace,220.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,1194,1194,GasA,Avg,Y,SBrkr,1194,0,1194,1,1,0,3,Avg,6,Typ,0,,Attchd,1959.0,RFn,1,312,Avg,Avg,Y,0,0,0,,,,2010,WD,148000
RL,100.0,21750,,Reg,HLS,Inside,Mod,Mitchel,Artery,1Fam,1Story,5,5,1954,1954,Hip,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,988,988,GasA,AboveAvg,Y,FuseA,988,0,988,0,1,0,2,Avg,4,Typ,0,,Attchd,1954.0,RFn,2,520,Avg,Avg,N,0,0,0,,,,2008,WD,113000
FV,84.0,11096,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,24,Unf,1632,1656,GasA,AboveAvg,Y,SBrkr,1656,0,1656,0,2,0,3,AboveAvg,7,Typ,0,,Attchd,2006.0,RFn,3,826,Avg,Avg,Y,0,146,0,,,,2007,WD,249700
RL,,8544,,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1966,2006,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,1228,1228,GasA,AboveAvg,Y,SBrkr,1228,0,1228,0,1,1,3,AboveAvg,6,Typ,0,,Attchd,1966.0,Unf,1,271,Avg,Avg,Y,0,65,0,,MnPrv,,2008,WD,149350
RL,52.0,6292,,Reg,Lvl,Inside,Gtl,other,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,Avg,No,Unf,0,Unf,861,861,GasA,AboveAvg,Y,SBrkr,877,600,1477,0,2,0,3,Avg,6,Typ,1,AboveAvg,Detchd,1928.0,Unf,1,216,Avg,Avg,Y,0,50,0,,,,2009,WD,145000
RM,60.0,8520,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,6,8,1928,2003,Gable,VinylSd,VinylSd,None,0.0,Avg,AboveAvg,BrkTil,Avg,Avg,No,Unf,0,Unf,624,624,GasA,AboveAvg,Y,SBrkr,720,0,720,0,1,0,2,Avg,5,Typ,0,,Detchd,2005.0,Unf,2,484,Avg,Avg,Y,106,0,0,,,,2010,WD,105900
RL,,9790,,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,6,5,1967,1967,Gable,BrkFace,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,251,LwQ,491,1372,GasA,Avg,Y,SBrkr,1342,0,1342,0,2,0,3,Avg,7,Typ,1,AboveAvg,Attchd,1967.0,Unf,2,457,Avg,Avg,Y,0,0,0,,,,2009,WD,161500
RL,100.0,10839,,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,926,926,GasA,AboveAvg,Y,SBrkr,926,678,1604,0,2,1,3,Avg,7,Typ,1,Avg,Attchd,1997.0,Fin,2,470,Avg,Avg,Y,0,36,0,,,,2008,WD,181000
RL,86.0,11500,,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,BrkFace,BrkFace,None,0.0,AboveAvg,Avg,CBlock,AboveAvg,Avg,No,Rec,223,Unf,794,1017,GasA,AboveAvg,Y,SBrkr,1020,1037,2057,0,1,1,3,AboveAvg,6,Typ,1,AboveAvg,Attchd,1936.0,Fin,1,180,BelowAvg,Avg,Y,0,0,0,,,,2006,WD,250000
